subject_topic,digital_origin,subject_topic 2,identifier,language_of_cataloging,public_note,item_type,form,date_text,date_single_start,project_title,project_abstract,title,title_initial_article,rights,repository,record_source,name,language,place_of_origin,publisher
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1948spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1948 Spring,1948-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and forty-first annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1929spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1929 Spring,1929-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and twenty-second annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1950summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1950 Summer,1950-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Twenty-eighth annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1966fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1966 Fall,1966-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1949summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1949 Summer,1949-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Twenty-seventh annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1933spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1933 Spring,1933-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and twenty-sixth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1982spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1982 Spring,1982-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and seventy-fourth annual commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1977summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1977 Summer,1977-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Fifty-fifth annual commencement of the summer quarter of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1948fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1948 Fall,1948-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1973spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1973 Spring,1973-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and sixty-fifth annual commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1950winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1950 Winter,1950-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1928summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1928 Summer,1928-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Sixth annual commencement of the summer session of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1983summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1983 Summer,1983-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Sixty-first annual commencement of the summer quarter of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1994spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1994 Spring,1994-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and eighty-sixth annual commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1953fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1953 Fall,1953-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1963spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1963 Spring,1963-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and fifty-fifth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1894spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1894 Spring,1894-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Eighty-seventh ....... annual commencement of The University of Tennessee,,Public domain.,"University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1995fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1995 Fall,1995-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1935summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1935 Summer,1935-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Thirteenth annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1971spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1971 Spring,1971-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and sixty-third annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1949fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1949 Fall,1949-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1987fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1987 Fall,1987-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1969winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1969 Winter,1969-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_2003spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,2003 Spring,2003-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1984summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1984 Summer,1984-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Sixty-second annual commencement of the summer quarter of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1978winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1978 Winter,1978-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1975winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1975 Winter,1975-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1951summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1951 Summer,1951-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Twenty-ninth annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1952spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1952 Spring,1952-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and forty-fourth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
